position,solo_tackle,assist_tackle,sack,safety,interception,def_touchdown,fumble_forced,games_played_season,mvp,opoy,dpoy,allpro
DT,25,27,4,0,0,0,0,10,0,0,0,0
LB,1,0,0,0,0,0,0,1,0,0,0,0
S,0,3,0,0,0,0,0,11,0,0,0,0
CB,56,30,3,0,2,0,0,0,0,0,0,0
CB,4,7,0,0,0,0,0,18,0,0,0,0
LB,24,20,13,0,0,0,5,11,0,0,0,0
LB,73,103,7,0,0,0,0,2,0,0,0,0
LB,8,9,0,0,0,0,2,4,0,0,0,0
DT,7,10,4,0,1,0,0,5,0,0,0,0
S,42,21,10,0,2,0,8,14,0,0,0,0
DT,51,37,40,0,2,0,3,0,0,0,0,0
DT,59,41,36,0,1,0,7,0,0,0,0,0
CB,52,15,0,0,6,0,4,2,0,0,0,0
CB,45,19,0,0,4,0,4,6,0,0,0,0
LB,55,65,4,0,5,0,6,4,0,0,0,0
CB,0,1,0,0,0,0,0,9,0,0,0,0
CB,1,0,0,0,0,0,0,9,0,0,0,0
S,5,1,0,0,2,0,0,12,0,0,0,0
DT,45,47,23,3,0,0,4,18,0,0,0,0
S,17,2,0,0,2,0,0,0,0,0,0,0
DE,29,23,12,0,0,0,0,0,0,0,0,0
CB,4,0,0,0,0,0,0,11,0,0,0,0
LB,64,32,18,0,0,0,6,0,0,0,0,0
DE,19,24,8,0,0,0,0,0,0,0,0,0
DE,57,42,26,0,3,2,0,1,0,0,0,0
LB,51,69,8,0,3,0,0,0,0,0,0,0
CB,22,13,0,0,0,0,0,1,0,0,0,0
DE,33,18,28,0,1,3,8,0,0,0,0,0
LB,27,32,0,0,0,0,4,3,0,0,0,0
LB,57,65,4,0,0,0,2,0,0,0,0,0
S,51,43,0,0,4,0,2,0,0,0,0,0
LB,81,60,16,0,0,0,0,10,0,0,0,0
DT,26,32,11,0,1,0,0,11,0,0,0,0
DE,19,32,6,0,0,0,0,9,0,0,0,0
CB,4,3,0,0,0,0,0,7,0,0,0,0
LB,53,32,10,0,0,0,2,0,0,0,0,0
S,12,5,0,0,0,0,0,0,0,0,0,0
CB,2,0,0,0,0,0,0,16,0,0,0,0
S,29,14,0,0,2,0,2,1,0,0,0,0
LB,89,85,8,0,7,1,3,13,0,0,0,0
DE,70,43,34,0,2,1,4,3,0,0,0,0
DT,15,31,3,0,0,0,0,16,0,0,0,0
S,3,1,0,0,0,0,0,15,0,0,0,0
LB,3,6,0,0,0,0,0,0,0,0,0,0
DT,8,16,0,0,0,0,0,1,0,0,0,0
DE,1,2,0,0,0,0,0,11,0,0,0,0
LB,16,25,0,0,0,0,0,6,0,0,0,0
DE,0,1,0,0,0,0,0,2,0,0,0,0
DT,0,1,0,0,0,0,0,2,0,0,0,0
DE,4,5,0,0,0,0,0,10,0,0,0,0
DE,7,3,4,0,0,0,0,10,0,0,0,0
DT,1,0,0,0,0,0,0,12,0,0,0,0
LB,6,12,0,0,0,0,0,16,0,0,0,0
S,35,19,0,0,0,0,1,0,0,0,0,0
S,1,0,0,0,0,0,1,1,0,0,0,0
S,66,19,0,0,2,0,0,1,0,0,0,0
CB,26,15,0,0,2,0,0,0,0,0,0,0
DT,2,0,0,0,0,0,0,11,0,0,0,0
CB,8,4,0,0,0,0,0,13,0,0,0,0
DE,93,38,67,0,3,0,7,5,0,0,0,1
DT,45,24,22,0,0,0,4,6,0,0,0,0
LB,44,30,7,0,2,0,0,0,0,0,0,0
DE,27,19,27,0,0,0,4,3,0,0,0,0
DE,34,25,27,0,0,0,7,3,0,0,0,0
S,13,7,0,0,2,0,0,16,0,0,0,0
DT,21,38,0,0,0,0,0,12,0,0,0,0
S,26,24,3,0,2,0,0,15,0,0,0,0
CB,3,4,0,0,0,0,0,5,0,0,0,0
CB,9,3,0,0,0,0,0,5,0,0,0,0
DT,6,21,3,0,0,0,1,0,0,0,0,0
S,28,32,0,0,1,0,2,7,0,0,0,0
LB,53,73,0,0,2,0,1,4,0,0,0,0
DT,18,22,8,0,1,0,1,9,0,0,0,0
DE,30,36,18,0,0,0,0,2,0,0,0,0
LB,96,65,7,0,2,3,6,14,0,0,0,1
S,34,23,4,0,2,0,0,0,0,0,0,0
DT,45,35,21,0,1,0,0,5,0,0,0,1
LB,100,72,11,0,6,1,8,2,0,0,0,0
DE,29,18,14,0,0,0,3,3,0,0,0,0
S,17,10,0,0,2,0,2,9,0,0,0,0
CB,5,1,0,0,0,0,0,5,0,0,0,0
LB,59,76,10,0,4,0,4,6,0,0,0,0
CB,43,18,0,0,0,0,0,0,0,0,0,0
S,63,26,4,0,8,0,2,6,0,0,0,0
LB,51,48,11,0,4,0,3,0,0,0,0,0
DE,3,3,0,0,0,0,0,10,0,0,0,0
DE,56,28,30,0,0,0,3,2,0,0,0,0
DE,67,43,45,0,4,0,10,0,0,0,0,0
DT,57,37,25,1,3,0,2,10,0,0,0,1
DT,13,28,0,0,0,0,0,6,0,0,0,0
CB,8,12,0,0,0,0,0,7,0,0,0,0
CB,1,0,0,0,0,0,0,8,0,0,0,0
DT,15,17,4,0,0,0,0,0,0,0,0,0
CB,5,3,0,0,0,0,0,7,0,0,0,0
CB,8,5,0,0,0,0,0,7,0,0,0,0
DT,11,16,8,0,0,0,0,0,0,0,0,0
LB,0,1,0,0,0,0,0,6,0,0,0,0
DT,1,1,0,0,0,0,0,6,0,0,0,0
DT,1,3,0,0,0,0,0,13,0,0,0,0
DT,1,1,0,0,0,0,0,2,0,0,0,0
DE,55,45,26,0,0,0,2,0,0,0,0,0
LB,44,38,0,0,3,0,2,0,0,0,0,0
DT,20,37,8,0,0,0,0,0,0,0,0,0
DT,5,4,4,0,0,0,0,13,0,0,0,0
LB,34,25,0,0,2,0,0,11,0,0,0,0
S,8,8,0,0,0,0,2,8,0,0,0,0
S,9,5,4,0,0,0,0,6,0,0,0,0
S,12,11,0,0,2,2,0,14,0,0,0,0
DE,4,5,3,0,0,0,4,3,0,0,0,0
DT,0,1,0,0,0,0,0,2,0,0,0,0
DT,16,11,8,0,0,0,0,0,0,0,0,0
CB,66,22,4,0,2,0,4,6,0,0,0,0
CB,3,1,0,0,0,0,0,2,0,0,0,0
DT,67,38,52,0,2,0,8,0,0,0,0,1
,1,1,0,0,0,0,0,14,0,0,0,0
DE,45,20,42,0,0,0,0,3,0,0,0,0
DE,14,11,10,0,0,0,2,10,0,0,0,0
CB,29,9,0,0,0,0,3,0,0,0,0,0
DT,2,1,0,0,0,0,0,12,0,0,0,0
DT,25,9,4,0,0,0,0,12,0,0,0,0
DE,31,14,26,0,4,2,4,0,0,0,0,0
DE,47,38,7,0,0,0,0,1,0,0,0,0
S,43,31,0,0,14,0,0,0,0,0,0,0
DT,3,12,0,0,0,0,0,12,0,0,0,0
DT,13,21,4,0,0,0,1,0,0,0,0,0
DT,61,58,8,0,2,0,0,6,0,0,0,1
S,40,12,0,0,4,0,2,0,0,0,0,0
DE,68,32,51,0,0,0,3,0,0,0,0,0
S,72,51,7,0,5,0,2,11,0,0,0,0
DT,4,13,0,0,0,0,0,10,0,0,0,0
CB,7,2,0,0,2,0,0,3,0,0,0,0
DE,11,2,8,0,0,0,0,11,0,0,0,0
S,61,39,0,0,8,0,0,7,0,0,0,0
DT,23,16,15,0,2,0,0,0,0,0,0,0
DT,7,6,0,0,0,0,0,4,0,0,0,0
DT,21,9,11,0,0,0,0,0,0,0,0,0
CB,29,16,0,0,0,0,0,9,0,0,0,0
LB,9,8,0,0,0,0,0,0,0,0,0,0
CB,32,12,4,0,0,0,0,3,0,0,0,0
S,63,27,7,0,2,0,0,8,0,0,0,0
CB,32,17,0,0,0,0,0,1,0,0,0,0
DE,18,6,8,0,0,0,0,10,0,0,0,0
DE,29,27,19,0,1,0,0,19,0,0,0,0
DT,1,1,0,0,0,0,0,8,0,0,0,0
DT,10,4,4,0,0,0,0,1,0,0,0,0
CB,36,8,0,0,9,2,4,5,0,0,0,1
S,17,15,4,0,0,0,0,7,0,0,0,0
LB,74,80,6,0,8,0,8,11,0,0,0,0
LB,7,10,0,0,0,0,0,1,0,0,0,0
LB,19,18,0,0,2,0,0,0,0,0,0,0
S,1,1,0,0,0,0,0,9,0,0,0,0
S,4,7,0,0,0,0,0,9,0,0,0,0
CB,1,0,0,0,0,0,0,10,0,0,0,0
DE,2,5,2,0,0,0,3,14,0,0,0,0
S,0,1,0,0,0,0,0,4,0,0,0,0
CB,10,2,0,0,0,0,2,0,0,0,0,0
CB,1,0,0,0,0,0,0,0,0,0,0,0
LB,2,1,0,0,0,0,0,10,0,0,0,0
DE,10,12,12,0,1,0,3,0,0,0,0,0
DE,26,8,22,0,0,0,0,0,0,0,0,0
LB,81,71,15,0,2,0,2,0,0,0,0,1
S,16,19,0,3,6,0,2,2,0,0,0,0
DE,51,37,27,0,4,5,7,0,0,0,0,0
DE,53,35,33,0,0,0,1,3,0,0,0,0
LB,11,7,4,0,0,0,0,15,0,0,0,0
DE,1,0,0,0,0,0,0,10,0,0,0,0
LB,42,36,4,0,0,0,0,8,0,0,0,0
S,73,55,9,0,3,3,11,10,0,0,0,0
S,73,48,3,0,0,0,2,7,0,0,0,0
DE,16,14,4,0,0,0,0,1,0,0,0,0
LB,29,19,4,0,2,2,0,4,0,0,0,0
CB,6,0,0,0,3,1,2,12,0,0,0,0
LB,52,16,4,0,3,0,3,0,0,0,0,0
DT,9,12,4,0,0,0,0,0,0,0,0,0
DT,16,22,10,0,0,0,0,11,0,0,0,0
CB,59,30,0,0,4,0,0,0,0,0,0,0
CB,41,15,4,0,4,0,2,1,0,0,0,0
DE,51,23,27,0,0,0,0,0,0,0,0,0
S,47,34,0,0,5,0,6,1,0,0,0,0
S,72,52,3,0,6,0,3,17,0,0,0,0
CB,15,1,0,0,4,0,0,5,0,0,0,0
S,22,24,0,0,2,0,0,10,0,0,0,0
S,27,15,0,0,0,0,0,10,0,0,0,0
DE,29,12,18,0,0,0,0,3,0,0,0,0
LB,64,64,16,0,2,2,4,11,0,0,0,0
S,85,61,22,3,8,0,16,0,0,0,0,0
DE,30,16,22,0,0,0,5,4,0,0,0,0
CB,31,17,0,0,0,0,0,7,0,0,0,0
LB,25,12,8,0,2,0,2,19,0,0,0,0
DT,1,2,0,0,0,0,0,2,0,0,0,0
S,12,6,0,0,0,0,0,6,0,0,0,0
DT,20,23,8,0,0,0,2,0,0,0,0,0
S,55,45,0,0,6,0,6,9,0,0,0,0
LB,82,40,11,0,2,0,1,10,0,0,0,0
S,0,1,0,0,0,0,0,8,0,0,0,0
DE,41,36,29,0,0,0,6,10,0,0,0,0
DE,42,26,36,0,0,0,3,1,0,0,0,0
LB,16,22,0,0,0,0,3,8,0,0,0,0
CB,26,25,0,0,1,0,2,13,0,0,0,0
S,62,35,8,0,4,2,5,4,0,0,0,0
CB,6,3,0,0,2,2,0,1,0,0,0,0
DE,17,9,9,0,0,0,0,2,0,0,0,0
DE,5,6,0,0,0,0,0,3,0,0,0,0
CB,22,3,0,0,0,0,0,3,0,0,0,0
CB,56,36,0,0,7,0,1,0,0,0,0,0
S,43,16,0,0,6,0,0,2,0,0,0,0
DT,13,31,0,0,0,0,0,9,0,0,0,0
DT,2,6,0,0,0,0,0,13,0,0,0,0
S,9,5,4,0,0,0,0,0,0,0,0,0
CB,16,9,0,0,2,0,4,4,0,0,0,0
LB,57,47,9,0,2,0,6,1,0,0,0,0
CB,53,13,0,0,4,0,1,2,0,0,0,0
LB,29,34,0,0,2,0,0,0,0,0,0,0
DT,30,20,20,0,0,0,2,0,0,0,0,0
CB,49,21,4,0,2,0,4,2,0,0,0,0
S,83,63,3,0,4,0,7,3,0,0,0,0
LB,8,19,0,0,0,0,0,0,0,0,0,0
S,14,15,0,0,0,0,0,1,0,0,0,0
DT,17,36,0,0,0,0,0,0,0,0,0,0
LB,9,11,0,0,0,0,0,0,0,0,0,0
LB,0,3,0,0,0,0,0,2,0,0,0,0
CB,1,0,0,0,0,0,0,6,0,0,0,0
LB,16,19,0,0,1,0,0,3,0,0,0,0
DT,5,3,0,0,0,0,0,14,0,0,0,0
DT,2,2,0,0,0,0,0,14,0,0,0,0
LB,42,48,3,0,0,0,0,0,0,0,0,0
S,3,2,0,0,0,0,0,8,0,0,0,0
LB,3,0,0,0,0,0,0,7,0,0,0,0
CB,10,1,0,0,0,0,0,3,0,0,0,0
DE,7,9,7,0,0,0,2,0,0,0,0,0
DT,4,6,0,0,0,0,0,12,0,0,0,0
DT,0,8,0,0,0,0,0,12,0,0,0,0
DT,5,3,0,0,0,0,0,15,0,0,0,0
LB,0,1,0,0,0,0,0,1,0,0,0,0
LB,1,0,0,0,0,0,0,4,0,0,0,0
CB,48,16,0,0,6,0,0,9,0,0,0,0
CB,1,3,0,0,0,0,0,1,0,0,0,0
DT,0,1,0,0,0,0,0,1,0,0,0,0
DT,0,1,0,0,0,0,0,5,0,0,0,0
LB,2,6,0,0,0,0,0,9,0,0,0,0
LB,13,5,0,0,0,0,0,1,0,0,0,0
DT,6,11,0,0,0,0,0,8,0,0,0,0
LB,4,2,0,0,0,0,0,7,0,0,0,0
DE,20,16,7,0,0,0,0,1,0,0,0,0
DE,1,4,0,0,0,0,0,6,0,0,0,0
DE,2,3,0,0,0,0,0,1,0,0,0,0
LB,2,0,0,0,0,0,0,3,0,0,0,0
CB,61,36,4,0,2,0,2,4,0,0,0,0
CB,55,16,0,0,2,0,0,14,0,0,0,1
DE,7,4,4,0,0,0,0,7,0,0,0,0
DT,3,8,0,0,0,0,0,9,0,0,0,0
CB,40,12,0,0,0,0,0,10,0,0,0,0
CB,0,1,0,0,0,0,0,10,0,0,0,0
CB,31,10,4,0,4,2,4,9,0,0,0,0
S,1,0,0,0,0,0,0,3,0,0,0,0
DE,30,13,18,0,1,0,2,12,0,0,0,0
CB,4,3,0,0,0,0,0,7,0,0,0,0
DE,11,6,3,0,2,0,0,3,0,0,0,0
DT,15,22,3,0,0,0,0,0,0,0,0,0
DT,11,7,0,0,0,0,0,5,0,0,0,0
DE,52,20,22,0,1,0,3,0,0,0,0,0
LB,81,47,15,0,4,0,2,0,0,0,0,0
DT,23,26,3,0,0,0,2,0,0,0,0,0
DT,16,13,8,0,0,0,0,13,0,0,0,0
DE,0,1,0,0,0,0,0,11,0,0,0,0
DE,2,1,0,0,0,0,0,14,0,0,0,0
LB,58,43,3,0,2,0,0,10,0,0,0,0
DE,75,46,60,0,1,0,2,0,0,0,0,1
DE,32,26,15,0,2,0,0,6,0,0,0,0
DE,45,22,26,0,2,0,1,1,0,0,0,0
CB,2,0,0,0,0,0,0,11,0,0,0,0
CB,57,27,0,0,8,0,4,9,0,0,0,0
DE,10,10,0,0,0,0,0,9,0,0,0,0
DE,30,11,18,0,0,0,8,0,0,0,0,0
S,44,29,3,0,8,0,4,1,0,0,0,0
DT,34,32,12,0,1,0,1,0,0,0,0,0
CB,17,11,0,0,0,0,0,7,0,0,0,0
DT,7,19,3,0,0,0,4,2,0,0,0,0
DE,60,40,33,0,4,0,3,9,0,0,0,0
DT,8,1,4,0,0,0,0,0,0,0,0,0
S,67,45,10,0,2,0,6,6,0,0,0,0
S,63,29,7,0,6,0,1,1,0,0,0,0
LB,44,43,4,0,0,0,2,0,0,0,0,0
DE,34,26,16,0,0,0,3,0,0,0,0,0
CB,41,24,0,0,2,0,2,13,0,0,0,0
DE,8,8,0,0,0,0,0,5,0,0,0,0
DT,63,34,33,0,1,0,4,1,0,0,0,0
DE,11,15,6,0,0,0,4,0,0,0,0,0
CB,2,0,0,0,0,0,0,8,0,0,0,0
CB,59,19,0,0,5,0,0,0,0,0,0,0
DE,52,15,29,0,0,3,12,12,0,0,0,0
LB,59,52,4,0,0,0,1,6,0,0,0,0
S,40,33,2,0,2,2,4,6,0,0,0,0
S,35,12,11,0,6,0,4,0,0,0,0,0
LB,76,94,17,0,1,0,1,0,0,0,0,0
DE,28,14,17,0,1,0,6,2,0,0,0,0
CB,36,21,3,0,5,2,0,0,0,0,0,0
S,45,31,0,0,2,2,6,10,0,0,0,1
LB,6,12,0,0,0,0,0,5,0,0,0,0
LB,0,1,0,0,0,0,0,2,0,0,0,0
DE,26,14,4,0,0,0,1,2,0,0,0,0
CB,36,7,0,0,2,0,2,0,0,0,0,0
CB,24,19,0,0,0,0,1,5,0,0,0,0
DE,8,10,0,0,0,0,0,1,0,0,0,0
DT,3,3,3,0,0,0,4,7,0,0,0,0
DE,3,4,0,0,1,0,0,8,0,0,0,0
DT,18,37,13,0,0,0,2,0,0,0,0,0
LB,54,77,11,0,2,2,0,0,0,0,0,0
DT,37,25,24,0,0,0,3,0,0,0,0,0
CB,43,15,0,0,4,0,0,10,0,0,0,0
OLB,0,1,0,0,0,0,0,1,0,0,0,0
DE,2,13,3,0,0,0,0,5,0,0,0,0
DE,33,17,6,0,0,0,3,0,0,0,0,0
CB,1,2,0,0,0,0,0,4,0,0,0,0
S,15,15,0,0,0,0,0,7,0,0,0,0
CB,10,8,0,0,0,0,0,5,0,0,0,0
LB,39,32,4,0,2,0,1,7,0,0,0,0
CB,1,4,0,0,0,0,2,7,0,0,0,0
S,77,38,0,0,6,0,0,4,0,0,0,0
CB,3,2,0,0,0,0,0,12,0,0,0,0
CB,15,2,0,0,0,0,1,9,0,0,0,0
S,0,2,0,0,2,0,0,6,0,0,0,0
S,50,42,0,0,6,0,1,17,0,0,0,0
OLB,2,9,0,0,0,0,2,8,0,0,0,0
CB,41,18,0,0,0,0,2,15,0,0,0,1
CB,65,27,12,0,0,1,13,0,0,0,0,0
DE,54,29,46,0,0,0,5,0,0,0,0,0
S,24,21,0,0,2,0,0,3,0,0,0,0
CB,31,5,8,0,0,0,0,0,0,0,0,0
DE,6,13,0,0,0,0,0,8,0,0,0,0
LB,12,13,0,0,0,0,0,7,0,0,0,0
DE,48,40,43,0,0,0,0,1,0,0,0,0
DE,76,26,43,3,2,0,11,0,0,0,0,1
CB,34,14,0,0,10,0,0,0,0,0,0,0
CB,9,5,0,0,0,0,0,0,0,0,0,0
LB,61,69,0,0,0,0,0,1,0,0,0,0
S,0,1,0,0,0,0,0,3,0,0,0,0
S,48,42,0,0,0,0,2,0,0,0,0,0
DE,41,24,32,3,1,2,3,14,0,0,0,0
CB,48,18,0,0,8,0,0,0,0,0,0,0
DE,25,15,17,0,0,0,7,1,0,0,0,0
CB,3,2,0,0,0,0,0,6,0,0,0,0
LB,95,79,26,0,6,0,0,0,0,0,0,0
LB,67,49,6,0,2,0,1,6,0,0,0,0
DT,4,12,3,0,0,0,0,4,0,0,0,0
S,17,9,0,0,0,0,0,4,0,0,0,0
CB,38,27,0,0,0,0,4,0,0,0,0,0
DT,7,14,6,0,0,0,0,1,0,0,0,0
DT,7,14,0,0,0,0,0,4,0,0,0,0
LB,1,3,0,0,0,0,0,4,0,0,0,0
CB,60,21,0,0,18,10,0,0,0,0,0,1
DT,0,1,0,0,0,0,0,13,0,0,0,0
LB,52,60,0,0,1,0,0,0,0,0,0,0
DT,11,20,0,0,0,0,1,9,0,0,0,0
CB,45,16,0,0,4,0,4,0,0,0,0,0
LB,1,0,0,0,1,0,0,0,0,0,0,0
LB,9,6,0,0,0,0,0,0,0,0,0,0
LB,0,2,0,0,0,0,0,6,0,0,0,0
CB,4,9,0,0,0,0,0,6,0,0,0,0
DT,2,3,0,0,0,0,0,15,0,0,0,0
S,9,9,0,0,2,0,0,15,0,0,0,0
DE,9,11,0,0,0,0,0,13,0,0,0,0
CB,25,7,0,0,2,0,0,1,0,0,0,0
DE,1,0,0,0,0,0,0,4,0,0,0,0
LB,1,1,0,0,0,0,0,3,0,0,0,0
CB,23,11,0,0,0,0,0,2,0,0,0,0
DE,2,2,0,0,0,0,0,3,0,0,0,0
LB,21,7,4,0,0,0,2,0,0,0,0,0
LB,1,3,0,0,0,0,0,0,0,0,0,0
CB,16,5,0,0,0,0,0,3,0,0,0,0
S,29,7,0,0,4,0,1,8,0,0,0,0
DE,5,6,0,0,0,0,0,10,0,0,0,0
S,23,6,0,0,4,0,2,0,0,0,0,0
CB,55,16,4,0,2,1,0,0,0,0,0,0
DT,5,5,3,0,0,0,0,2,0,0,0,0
DT,2,8,0,0,0,0,0,4,0,0,0,0
S,19,4,0,0,2,0,0,15,0,0,0,0
ILB,0,2,0,0,0,0,0,12,0,0,0,0
CB,44,21,9,0,4,0,9,8,0,0,0,0
CB,12,4,0,0,0,0,0,4,0,0,0,0
DE,1,3,0,0,0,0,1,6,0,0,0,0
LB,3,4,0,0,0,0,0,6,0,0,0,0
DT,9,18,3,0,0,0,0,0,0,0,0,0
FS,3,3,0,0,0,0,0,8,0,0,0,0
S,3,2,0,0,0,0,0,9,0,0,0,0
,0,1,0,0,0,0,0,8,0,0,0,0
LB,9,1,4,0,0,0,0,7,0,0,0,0
S,4,3,0,0,0,0,0,13,0,0,0,0
S,16,6,4,0,2,0,0,8,0,0,0,0
OLB,5,6,4,0,0,0,0,19,0,0,0,0
LB,12,11,0,0,0,0,4,12,0,0,0,0
,5,1,0,0,2,0,0,13,0,0,0,0
LB,13,6,0,0,2,0,0,13,0,0,0,0
,3,1,0,0,0,0,0,14,0,0,0,0
LB,7,5,0,0,0,1,2,2,0,0,0,0
CB,24,10,0,0,0,0,0,5,0,0,0,0
LB,0,5,0,0,0,0,0,1,0,0,0,0
S,53,44,0,0,0,0,4,0,0,0,0,0
FS,11,8,0,0,0,0,0,8,0,0,0,0
DT,0,4,0,0,0,0,0,5,0,0,0,0
LB,64,59,8,0,2,0,6,14,0,0,0,0
CB,23,10,0,0,0,0,0,1,0,0,0,0
LB,41,56,4,0,0,0,0,3,0,0,0,0
DE,56,35,47,0,0,0,9,11,0,0,0,0
LB,20,14,3,0,0,0,0,12,0,0,0,0
S,14,19,0,0,2,0,0,2,0,0,0,0
DT,2,4,0,0,0,0,0,11,0,0,0,0
LB,5,0,0,0,0,0,0,6,0,0,0,0
OLB,0,0,0,0,0,0,0,2,0,0,0,0
DE,53,35,33,0,5,2,3,8,0,0,0,0
DE,21,16,17,0,0,0,3,10,0,0,0,0
S,70,18,0,0,8,0,0,0,0,0,0,0
DE,2,7,0,0,0,0,0,8,0,0,0,0
CB,77,47,7,0,4,0,0,5,0,0,0,0
DE,4,5,0,0,1,0,0,0,0,0,0,0
CB,46,11,0,0,8,2,2,3,0,0,0,0
DT,20,27,7,0,2,0,0,0,0,0,0,0
CB,28,11,0,0,2,0,2,2,0,0,0,0
DE,11,8,4,0,0,0,0,5,0,0,0,0
DT,10,17,0,0,1,0,2,5,0,0,0,0
DE,0,1,0,0,0,0,0,4,0,0,0,0
LB,7,14,3,0,0,0,0,13,0,0,0,0
LB,5,7,0,0,0,0,0,3,0,0,0,0
LB,1,3,0,0,0,0,0,3,0,0,0,0
DE,13,12,0,0,1,0,0,3,0,0,0,0
LB,41,30,11,0,0,0,0,0,0,0,0,0
LB,1,2,0,0,0,0,0,2,0,0,0,0
LB,67,44,7,0,0,0,2,0,0,0,0,0
DE,12,3,11,0,0,0,0,6,0,0,0,0
CB,2,1,0,0,0,0,0,16,0,0,0,0
DT,4,0,4,0,0,0,0,11,0,0,0,0
CB,1,2,0,0,0,0,0,14,0,0,0,0
CB,22,17,0,0,0,0,0,0,0,0,0,0
S,35,19,0,0,0,0,0,0,0,0,0,0
CB,43,11,0,0,2,0,0,6,0,0,0,0
S,31,30,0,0,0,0,0,0,0,0,0,0
S,76,26,13,0,8,2,6,0,0,0,0,1
CB,19,7,0,0,4,4,0,7,0,0,0,0
CB,8,4,0,0,0,0,0,7,0,0,0,0
CB,14,4,0,0,0,0,0,0,0,0,0,0
S,3,2,0,0,0,0,0,1,0,0,0,0
DT,2,0,0,0,0,0,0,0,0,0,0,0
DE,19,13,4,0,0,0,0,0,0,0,0,0
DT,2,6,0,0,0,0,0,9,0,0,0,0
S,27,38,0,0,0,0,2,4,0,0,0,0
CB,42,25,0,0,2,0,6,1,0,0,0,0
CB,27,10,0,0,0,0,0,4,0,0,0,0
DE,11,20,3,0,0,0,2,13,0,0,0,0
CB,51,19,4,0,4,0,0,13,0,0,0,0
DE,30,14,25,0,1,0,9,2,0,0,0,0
CB,1,3,0,0,0,0,0,8,0,0,0,0
CB,60,27,4,0,4,0,2,1,0,0,0,0
S,22,16,4,0,4,0,0,1,0,0,0,0
CB,57,42,7,0,2,0,4,15,0,0,0,0
DT,1,2,0,0,0,0,0,14,0,0,0,0
DE,10,16,3,0,0,0,0,0,0,0,0,0
CB,7,1,0,0,0,0,0,1,0,0,0,0
DE,61,22,34,0,0,0,3,2,0,0,0,0
S,61,54,6,0,2,0,6,7,0,0,0,0
S,11,5,0,0,0,0,0,4,0,0,0,0
DE,6,2,3,0,0,0,4,5,0,0,0,0
S,3,1,0,0,2,0,0,14,0,0,0,0
CB,6,0,0,0,0,0,0,11,0,0,0,0
DT,39,16,25,0,0,0,5,0,0,0,0,0
DT,10,11,3,0,0,0,0,0,0,0,0,0
CB,2,1,0,0,0,0,0,4,0,0,0,0
LB,1,4,0,0,0,0,0,14,0,0,0,0
CB,37,15,0,0,0,0,2,9,0,0,0,0
DT,23,11,16,0,0,0,2,0,0,0,0,0
CB,20,15,0,0,0,0,0,3,0,0,0,0
DT,2,0,0,0,0,0,0,9,0,0,0,0
CB,31,13,0,0,0,0,0,9,0,0,0,0
CB,30,12,0,0,0,0,0,0,0,0,0,0
FS,16,9,0,0,2,0,0,0,0,0,0,0
DT,1,2,0,0,0,0,0,12,0,0,0,0
DE,6,2,0,0,1,0,0,9,0,0,0,0
SS,2,8,0,0,0,0,0,1,0,0,0,0
CB,12,7,0,0,0,0,0,4,0,0,0,0
ILB,3,6,0,0,0,0,0,2,0,0,0,0
LB,9,2,4,0,0,0,0,14,0,0,0,0
OLB,15,14,4,0,0,0,0,0,0,0,0,0
DT,3,6,0,0,0,0,0,9,0,0,0,0
LB,9,3,0,0,0,0,0,3,0,0,0,0
CB,6,1,0,0,0,0,0,7,0,0,0,0
OLB,5,10,0,0,0,0,0,4,0,0,0,0
DE,23,17,14,0,0,0,4,14,0,0,0,0
DT,14,4,4,0,0,0,0,12,0,0,0,0
DE,19,10,12,0,0,0,0,11,0,0,0,0
CB,40,15,4,0,0,0,1,4,0,0,0,0
CB,0,3,0,0,0,0,0,15,0,0,0,0
LB,6,5,0,0,0,0,0,4,0,0,0,0
S,23,13,0,0,4,0,0,0,0,0,0,0
LB,20,15,0,0,0,0,0,0,0,0,0,0
S,41,36,8,0,2,0,0,9,0,0,0,0
DT,0,0,0,0,0,0,0,16,0,0,0,0
CB,38,8,0,0,2,0,0,13,0,0,0,0
CB,19,9,0,0,0,0,1,3,0,0,0,0
NT,9,11,0,0,0,0,0,3,0,0,0,0
DE,8,2,4,0,0,0,0,7,0,0,0,0
OLB,21,12,11,0,0,0,7,14,0,0,0,0
S,2,0,0,0,0,0,0,3,0,0,0,0
LB,2,0,0,0,0,0,0,7,0,0,0,0
DE,16,11,9,0,0,0,0,10,0,0,0,0
NT,3,7,0,0,0,0,1,4,0,0,0,0
CB,15,5,3,0,0,0,0,0,0,0,0,0
S,6,5,0,0,0,0,0,6,0,0,0,0
S,25,21,2,0,1,0,3,10,0,0,0,0
DE,2,1,0,0,0,0,0,13,0,0,0,0
CB,1,4,0,0,0,0,0,2,0,0,0,0
FS,11,7,3,0,4,0,4,2,0,0,0,0
LB,29,31,0,0,0,0,3,0,0,0,0,0
LB,6,4,0,0,0,0,0,8,0,0,0,0
DE,4,3,4,0,0,0,0,1,0,0,0,0
S,1,1,0,0,0,0,0,7,0,0,0,0
DT,6,10,0,0,0,0,0,15,0,0,0,0
LB,8,6,0,0,0,0,0,1,0,0,0,0
DE,25,35,15,0,0,0,0,5,0,0,0,0
SS,3,0,0,3,0,0,0,1,0,0,0,0
SS,2,0,0,0,0,0,0,1,0,0,0,0
